,id,name,cost,position,home_team,away_team,kickoff_time,is_home
262,224,Adam Forshaw,45,MID,Leeds,Wolves,2022-08-06T14:00:00Z,True
263,225,Rodrigo Moreno,60,MID,Leeds,Wolves,2022-08-06T14:00:00Z,True
264,226,Stuart Dallas,50,DEF,Leeds,Wolves,2022-08-06T14:00:00Z,True
265,227,Patrick Bamford,75,FWD,Leeds,Wolves,2022-08-06T14:00:00Z,True
266,228,Diego Llorente,45,DEF,Leeds,Wolves,2022-08-06T14:00:00Z,True
267,229,Tyler Roberts,50,MID,Leeds,Wolves,2022-08-06T14:00:00Z,True
268,230,Robin Koch,45,DEF,Leeds,Wolves,2022-08-06T14:00:00Z,True
269,231,Daniel James,60,MID,Leeds,Wolves,2022-08-06T14:00:00Z,True
270,232,Raphael Dias Belloli,70,MID,Leeds,Wolves,2022-08-06T14:00:00Z,True
271,233,Jack Harrison,60,MID,Leeds,Wolves,2022-08-06T14:00:00Z,True
272,234,Jamie Shackleton,45,MID,Leeds,Wolves,2022-08-06T14:00:00Z,True
273,235,Pascal Struijk,45,DEF,Leeds,Wolves,2022-08-06T14:00:00Z,True
274,236,Kristoffer Klaesson,40,GKP,Leeds,Wolves,2022-08-06T14:00:00Z,True
275,237,Sam Greenwood,45,FWD,Leeds,Wolves,2022-08-06T14:00:00Z,True
276,238,Illan Meslier,45,GKP,Leeds,Wolves,2022-08-06T14:00:00Z,True
277,239,Junior Firpo Adames,45,DEF,Leeds,Wolves,2022-08-06T14:00:00Z,True
278,240,Crysencio Summerville,45,MID,Leeds,Wolves,2022-08-06T14:00:00Z,True
279,241,Lewis Bate,45,MID,Leeds,Wolves,2022-08-06T14:00:00Z,True
280,242,Joe Gelhardt,55,FWD,Leeds,Wolves,2022-08-06T14:00:00Z,True
281,243,Leo Fuhr Hjelde,40,DEF,Leeds,Wolves,2022-08-06T14:00:00Z,True
282,244,Rasmus Kristensen,50,DEF,Leeds,Wolves,2022-08-06T14:00:00Z,True
283,245,Marc Roca Junqué,50,MID,Leeds,Wolves,2022-08-06T14:00:00Z,True
284,246,Brenden Aaronson,55,MID,Leeds,Wolves,2022-08-06T14:00:00Z,True
285,247,Darko Gyabi,45,MID,Leeds,Wolves,2022-08-06T14:00:00Z,True
286,506,Tyler Adams,50,MID,Leeds,Wolves,2022-08-06T14:00:00Z,True
287,508,Luis Sinisterra Lucumí,65,MID,Leeds,Wolves,2022-08-06T14:00:00Z,True
288,274,James Milner,45,MID,Fulham,Liverpool,2022-08-06T11:30:00Z,False
289,275,Jordan Henderson,55,MID,Fulham,Liverpool,2022-08-06T11:30:00Z,False
290,276,Joel Matip,60,DEF,Fulham,Liverpool,2022-08-06T11:30:00Z,False
291,277,Thiago Alcántara do Nascimento,55,MID,Fulham,Liverpool,2022-08-06T11:30:00Z,False
292,278,Alex Oxlade-Chamberlain,50,MID,Fulham,Liverpool,2022-08-06T11:30:00Z,False
293,279,Roberto Firmino,80,FWD,Fulham,Liverpool,2022-08-06T11:30:00Z,False
294,280,Virgil van Dijk,65,DEF,Fulham,Liverpool,2022-08-06T11:30:00Z,False
295,281,Alisson Ramses Becker,55,GKP,Fulham,Liverpool,2022-08-06T11:30:00Z,False
296,282,Fabio Henrique Tavares,55,MID,Fulham,Liverpool,2022-08-06T11:30:00Z,False
297,283,Mohamed Salah,130,MID,Fulham,Liverpool,2022-08-06T11:30:00Z,False
298,284,Andrew Robertson,70,DEF,Fulham,Liverpool,2022-08-06T11:30:00Z,False
299,285,Trent Alexander-Arnold,75,DEF,Fulham,Liverpool,2022-08-06T11:30:00Z,False
300,286,Joseph Gomez,45,DEF,Fulham,Liverpool,2022-08-06T11:30:00Z,False
301,287,Naby Keita,50,MID,Fulham,Liverpool,2022-08-06T11:30:00Z,False
302,288,Diogo Teixeira da Silva,90,FWD,Fulham,Liverpool,2022-08-06T11:30:00Z,False
303,289,Caoimhin Kelleher,40,GKP,Fulham,Liverpool,2022-08-06T11:30:00Z,False
304,290,Ibrahima Konaté,50,DEF,Fulham,Liverpool,2022-08-06T11:30:00Z,False
305,291,Curtis Jones,50,MID,Fulham,Liverpool,2022-08-06T11:30:00Z,False
306,292,Konstantinos Tsimikas,45,DEF,Fulham,Liverpool,2022-08-06T11:30:00Z,False
307,293,Luis Díaz,80,MID,Fulham,Liverpool,2022-08-06T11:30:00Z,False
308,294,Harvey Elliott,50,MID,Fulham,Liverpool,2022-08-06T11:30:00Z,False
309,296,Fábio Freitas Gouveia Carvalho,55,MID,Fulham,Liverpool,2022-08-06T11:30:00Z,False
310,297,Darwin Núñez Ribeiro,90,FWD,Fulham,Liverpool,2022-08-06T11:30:00Z,False
311,298,Calvin Ramsay,40,DEF,Fulham,Liverpool,2022-08-06T11:30:00Z,False
312,497,Adrián San Miguel del Castillo,40,GKP,Fulham,Liverpool,2022-08-06T11:30:00Z,False
313,498,Rhys Williams,40,DEF,Fulham,Liverpool,2022-08-06T11:30:00Z,False
314,499,Ben Davies,40,DEF,Fulham,Liverpool,2022-08-06T11:30:00Z,False
315,500,Sepp van den Berg,40,DEF,Fulham,Liverpool,2022-08-06T11:30:00Z,False
316,501,Nathaniel Phillips,40,DEF,Fulham,Liverpool,2022-08-06T11:30:00Z,False
317,299,Kyle Walker,50,DEF,West Ham,Man City,2022-08-07T15:30:00Z,False
318,300,Ilkay Gündogan,75,MID,West Ham,Man City,2022-08-07T15:30:00Z,False
319,301,Kevin De Bruyne,120,MID,West Ham,Man City,2022-08-07T15:30:00Z,False
320,302,John Stones,55,DEF,West Ham,Man City,2022-08-07T15:30:00Z,False
321,303,Riyad Mahrez,80,MID,West Ham,Man City,2022-08-07T15:30:00Z,False
322,305,Jack Grealish,70,MID,West Ham,Man City,2022-08-07T15:30:00Z,False
323,306,João Cancelo,70,DEF,West Ham,Man City,2022-08-07T15:30:00Z,False
324,307,Ederson Santana de Moraes,55,GKP,West Ham,Man City,2022-08-07T15:30:00Z,False
325,308,Nathan Aké,50,DEF,West Ham,Man City,2022-08-07T15:30:00Z,False
326,309,Aymeric Laporte,60,DEF,West Ham,Man City,2022-08-07T15:30:00Z,False
327,310,Zack Steffen,40,GKP,West Ham,Man City,2022-08-07T15:30:00Z,False
328,311,Bernardo Veiga de Carvalho e Silva,70,MID,West Ham,Man City,2022-08-07T15:30:00Z,False
329,312,Rúben Gato Alves Dias,60,DEF,West Ham,Man City,2022-08-07T15:30:00Z,False
330,313,Oleksandr Zinchenko,50,DEF,West Ham,Man City,2022-08-07T15:30:00Z,False
331,314,Phil Foden,80,MID,West Ham,Man City,2022-08-07T15:30:00Z,False
332,315,Rodrigo Hernandez,60,MID,West Ham,Man City,2022-08-07T15:30:00Z,False
333,316,Cole Palmer,45,MID,West Ham,Man City,2022-08-07T15:30:00Z,False
334,317,James McAtee,45,MID,West Ham,Man City,2022-08-07T15:30:00Z,False
335,318,Erling Håland,115,FWD,West Ham,Man City,2022-08-07T15:30:00Z,False
336,319,Julián Álvarez,65,FWD,West Ham,Man City,2022-08-07T15:30:00Z,False
337,320,Luke Mbete-Tabu,40,DEF,West Ham,Man City,2022-08-07T15:30:00Z,False
338,322,Josh Wilson-Esbrand,40,DEF,West Ham,Man City,2022-08-07T15:30:00Z,False
339,323,Liam Delap,45,FWD,West Ham,Man City,2022-08-07T15:30:00Z,False
340,324,Stefan Ortega Moreno,40,GKP,West Ham,Man City,2022-08-07T15:30:00Z,False
341,325,Kalvin Phillips,50,MID,West Ham,Man City,2022-08-07T15:30:00Z,False
342,502,Scott Carson,40,GKP,West Ham,Man City,2022-08-07T15:30:00Z,False
343,326,Cristiano Ronaldo dos Santos Aveiro,105,FWD,Man Utd,Brighton,2022-08-07T13:00:00Z,True
344,327,David De Gea Quintana,50,GKP,Man Utd,Brighton,2022-08-07T13:00:00Z,True
345,328,Phil Jones,40,DEF,Man Utd,Brighton,2022-08-07T13:00:00Z,True
346,329,Raphaël Varane,50,DEF,Man Utd,Brighton,2022-08-07T13:00:00Z,True
347,330,Harry Maguire,50,DEF,Man Utd,Brighton,2022-08-07T13:00:00Z,True
348,331,Frederico Rodrigues de Paula Santos,55,MID,Man Utd,Brighton,2022-08-07T13:00:00Z,True
349,332,Luke Shaw,50,DEF,Man Utd,Brighton,2022-08-07T13:00:00Z,True
350,333,Bruno Borges Fernandes,100,MID,Man Utd,Brighton,2022-08-07T13:00:00Z,True
351,334,Alex Telles,50,DEF,Man Utd,Brighton,2022-08-07T13:00:00Z,True
352,335,Marcus Rashford,65,MID,Man Utd,Brighton,2022-08-07T13:00:00Z,True
353,336,Donny van de Beek,55,MID,Man Utd,Brighton,2022-08-07T13:00:00Z,True
354,337,Victor Lindelöf,45,DEF,Man Utd,Brighton,2022-08-07T13:00:00Z,True
355,338,Scott McTominay,50,MID,Man Utd,Brighton,2022-08-07T13:00:00Z,True
356,339,Eric Bailly,40,DEF,Man Utd,Brighton,2022-08-07T13:00:00Z,True
357,340,Jadon Sancho,75,MID,Man Utd,Brighton,2022-08-07T13:00:00Z,True
358,341,Aaron Wan-Bissaka,45,DEF,Man Utd,Brighton,2022-08-07T13:00:00Z,True
359,342,Diogo Dalot Teixeira,45,DEF,Man Utd,Brighton,2022-08-07T13:00:00Z,True
360,343,Brandon Williams,40,DEF,Man Utd,Brighton,2022-08-07T13:00:00Z,True
361,344,Anthony Elanga,50,MID,Man Utd,Brighton,2022-08-07T13:00:00Z,True
362,345,Anthony Martial,70,FWD,Man Utd,Brighton,2022-08-07T13:00:00Z,True
363,347,Facundo Pellistri Rebollo,45,MID,Man Utd,Brighton,2022-08-07T13:00:00Z,True
364,348,Tom Heaton,40,GKP,Man Utd,Brighton,2022-08-07T13:00:00Z,True
365,504,Tyrell Malacia,45,DEF,Man Utd,Brighton,2022-08-07T13:00:00Z,True
366,519,Christian Eriksen,65,MID,Man Utd,Brighton,2022-08-07T13:00:00Z,True
367,349,Jonjo Shelvey,50,MID,Newcastle,Nott'm Forest,2022-08-06T14:00:00Z,True
368,350,Matt Ritchie,45,DEF,Newcastle,Nott'm Forest,2022-08-06T14:00:00Z,True
369,351,Federico Fernández,45,DEF,Newcastle,Nott'm Forest,2022-08-06T14:00:00Z,True
370,352,Ciaran Clark,45,DEF,Newcastle,Nott'm Forest,2022-08-06T14:00:00Z,True
371,353,Karl Darlow,40,GKP,Newcastle,Nott'm Forest,2022-08-06T14:00:00Z,True
372,354,Chris Wood,60,FWD,Newcastle,Nott'm Forest,2022-08-06T14:00:00Z,True
373,355,Martin Dubravka,45,GKP,Newcastle,Nott'm Forest,2022-08-06T14:00:00Z,True
374,356,Callum Wilson,75,FWD,Newcastle,Nott'm Forest,2022-08-06T14:00:00Z,True
375,357,Kieran Trippier,50,DEF,Newcastle,Nott'm Forest,2022-08-06T14:00:00Z,True
376,358,Dan Burn,45,DEF,Newcastle,Nott'm Forest,2022-08-06T14:00:00Z,True
377,359,Ryan Fraser,55,MID,Newcastle,Nott'm Forest,2022-08-06T14:00:00Z,True
378,360,Jamaal Lascelles,45,DEF,Newcastle,Nott'm Forest,2022-08-06T14:00:00Z,True
379,361,Dwight Gayle,45,FWD,Newcastle,Nott'm Forest,2022-08-06T14:00:00Z,True
380,362,Paul Dummett,40,DEF,Newcastle,Nott'm Forest,2022-08-06T14:00:00Z,True
381,363,Javier Manquillo Gaitán,45,DEF,Newcastle,Nott'm Forest,2022-08-06T14:00:00Z,True
382,364,Emil Krafth,45,DEF,Newcastle,Nott'm Forest,2022-08-06T14:00:00Z,True
383,365,Jacob Murphy,45,MID,Newcastle,Nott'm Forest,2022-08-06T14:00:00Z,True
384,366,Fabian Schär,45,DEF,Newcastle,Nott'm Forest,2022-08-06T14:00:00Z,True
385,367,Matt Targett,50,DEF,Newcastle,Nott'm Forest,2022-08-06T14:00:00Z,True
386,368,Allan Saint-Maximin,65,MID,Newcastle,Nott'm Forest,2022-08-06T14:00:00Z,True
387,369,Miguel Almirón Rejala,50,MID,Newcastle,Nott'm Forest,2022-08-06T14:00:00Z,True
388,370,Sean Longstaff,45,MID,Newcastle,Nott'm Forest,2022-08-06T14:00:00Z,True
389,371,Joelinton Cássio Apolinário de Lira,60,MID,Newcastle,Nott'm Forest,2022-08-06T14:00:00Z,True
390,372,Jamal Lewis,45,DEF,Newcastle,Nott'm Forest,2022-08-06T14:00:00Z,True
391,373,Joe Willock,50,MID,Newcastle,Nott'm Forest,2022-08-06T14:00:00Z,True
392,374,Bruno Guimarães Rodriguez Moura,60,MID,Newcastle,Nott'm Forest,2022-08-06T14:00:00Z,True
393,375,Jeff Hendrick,45,MID,Newcastle,Nott'm Forest,2022-08-06T14:00:00Z,True
394,376,Nick Pope,50,GKP,Newcastle,Nott'm Forest,2022-08-06T14:00:00Z,True
395,377,Sven Botman,45,DEF,Newcastle,Nott'm Forest,2022-08-06T14:00:00Z,True
396,295,Neco Williams,40,DEF,Newcastle,Nott'm Forest,2022-08-06T14:00:00Z,False
397,378,Harry Arter,45,MID,Newcastle,Nott'm Forest,2022-08-06T14:00:00Z,False
398,379,Steve Cook,45,DEF,Newcastle,Nott'm Forest,2022-08-06T14:00:00Z,False
399,380,Lyle Taylor,45,FWD,Newcastle,Nott'm Forest,2022-08-06T14:00:00Z,False
400,381,Jack Colback,45,MID,Newcastle,Nott'm Forest,2022-08-06T14:00:00Z,False
401,382,Brice Samba,45,GKP,Newcastle,Nott'm Forest,2022-08-06T14:00:00Z,False
402,383,Carlos Ribeiro Dias,45,MID,Newcastle,Nott'm Forest,2022-08-06T14:00:00Z,False
403,384,Joe Lolley,50,MID,Newcastle,Nott'm Forest,2022-08-06T14:00:00Z,False
404,385,Scott McKenna,45,DEF,Newcastle,Nott'm Forest,2022-08-06T14:00:00Z,False
405,386,Mohamed Dräger,40,DEF,Newcastle,Nott'm Forest,2022-08-06T14:00:00Z,False
406,387,Ryan Yates,50,MID,Newcastle,Nott'm Forest,2022-08-06T14:00:00Z,False
407,388,Joe Worrall,45,DEF,Newcastle,Nott'm Forest,2022-08-06T14:00:00Z,False
408,389,Jonathan Panzo,40,DEF,Newcastle,Nott'm Forest,2022-08-06T14:00:00Z,False
409,390,Xande Nascimento da Costa Silva,50,MID,Newcastle,Nott'm Forest,2022-08-06T14:00:00Z,False
410,391,Sam Surridge,50,FWD,Newcastle,Nott'm Forest,2022-08-06T14:00:00Z,False
411,392,Richie Laryea,45,DEF,Newcastle,Nott'm Forest,2022-08-06T14:00:00Z,False
412,393,Loïc Mbe Soh,45,DEF,Newcastle,Nott'm Forest,2022-08-06T14:00:00Z,False
413,394,Brennan Johnson,60,FWD,Newcastle,Nott'm Forest,2022-08-06T14:00:00Z,False
414,395,Alex Mighten,50,MID,Newcastle,Nott'm Forest,2022-08-06T14:00:00Z,False
415,396,Braian Ojeda Rodríguez,45,MID,Newcastle,Nott'm Forest,2022-08-06T14:00:00Z,False
416,397,Taiwo Awoniyi,60,FWD,Newcastle,Nott'm Forest,2022-08-06T14:00:00Z,False
417,398,Dean Henderson,45,GKP,Newcastle,Nott'm Forest,2022-08-06T14:00:00Z,False
418,399,Giulian Biancone,45,DEF,Newcastle,Nott'm Forest,2022-08-06T14:00:00Z,False
419,507,Moussa Niakhaté,45,DEF,Newcastle,Nott'm Forest,2022-08-06T14:00:00Z,False
420,511,Omar Richards,45,DEF,Newcastle,Nott'm Forest,2022-08-06T14:00:00Z,False
421,518,Wayne Hennessey,40,GKP,Newcastle,Nott'm Forest,2022-08-06T14:00:00Z,False
422,523,Harry Toffolo,45,DEF,Newcastle,Nott'm Forest,2022-08-06T14:00:00Z,False
423,524,Lewis O'Brien,50,MID,Newcastle,Nott'm Forest,2022-08-06T14:00:00Z,False
424,527,Jesse Lingard,60,MID,Newcastle,Nott'm Forest,2022-08-06T14:00:00Z,False
425,321,Roméo Lavia,45,MID,Spurs,Southampton,2022-08-06T14:00:00Z,False
426,400,Theo Walcott,50,MID,Spurs,Southampton,2022-08-06T14:00:00Z,False
427,401,Alex McCarthy,45,GKP,Spurs,Southampton,2022-08-06T14:00:00Z,False
428,402,Oriol Romeu Vidal,50,MID,Spurs,Southampton,2022-08-06T14:00:00Z,False
429,403,Nathan Redmond,55,MID,Spurs,Southampton,2022-08-06T14:00:00Z,False
430,404,Jack Stephens,45,DEF,Spurs,Southampton,2022-08-06T14:00:00Z,False
431,405,Stuart Armstrong,50,MID,Spurs,Southampton,2022-08-06T14:00:00Z,False
432,406,Mohamed Elyounoussi,55,MID,Spurs,Southampton,2022-08-06T14:00:00Z,False
433,407,James Ward-Prowse,65,MID,Spurs,Southampton,2022-08-06T14:00:00Z,False
434,408,Adam Armstrong,55,FWD,Spurs,Southampton,2022-08-06T14:00:00Z,False
435,409,Kyle Walker-Peters,45,DEF,Spurs,Southampton,2022-08-06T14:00:00Z,False
436,410,Jan Bednarek,45,DEF,Spurs,Southampton,2022-08-06T14:00:00Z,False
437,411,Che Adams,65,FWD,Spurs,Southampton,2022-08-06T14:00:00Z,False
438,412,Nathan Tella,50,MID,Spurs,Southampton,2022-08-06T14:00:00Z,False
439,413,Lyanco Silveira Neves Vojnovic,45,DEF,Spurs,Southampton,2022-08-06T14:00:00Z,False
440,414,Yan Valery,40,DEF,Spurs,Southampton,2022-08-06T14:00:00Z,False
441,415,Will Smallbone,45,MID,Spurs,Southampton,2022-08-06T14:00:00Z,False
442,416,Ibrahima Diallo,45,MID,Spurs,Southampton,2022-08-06T14:00:00Z,False
443,417,Romain Perraud,45,DEF,Spurs,Southampton,2022-08-06T14:00:00Z,False
444,418,Moussa Djenepo,50,MID,Spurs,Southampton,2022-08-06T14:00:00Z,False
445,419,Tino Livramento,45,DEF,Spurs,Southampton,2022-08-06T14:00:00Z,False
446,420,Mohammed Salisu,45,DEF,Spurs,Southampton,2022-08-06T14:00:00Z,False
447,421,Mateusz Lis,40,GKP,Spurs,Southampton,2022-08-06T14:00:00Z,False
448,422,Gavin Bazunu,45,GKP,Spurs,Southampton,2022-08-06T14:00:00Z,False
449,423,Armel Bella-Kotchap,45,DEF,Spurs,Southampton,2022-08-06T14:00:00Z,False
450,424,Willy Caballero,40,GKP,Spurs,Southampton,2022-08-06T14:00:00Z,False
451,512,Joe Ayodele-Aribo,55,MID,Spurs,Southampton,2022-08-06T14:00:00Z,False
452,425,Hugo Lloris,55,GKP,Spurs,Southampton,2022-08-06T14:00:00Z,True
453,426,Fraser Forster,40,GKP,Spurs,Southampton,2022-08-06T14:00:00Z,True
454,427,Harry Kane,115,FWD,Spurs,Southampton,2022-08-06T14:00:00Z,True
455,428,Son Heung-min,120,MID,Spurs,Southampton,2022-08-06T14:00:00Z,True
456,429,Matt Doherty,50,DEF,Spurs,Southampton,2022-08-06T14:00:00Z,True
457,430,Eric Dier,50,DEF,Spurs,Southampton,2022-08-06T14:00:00Z,True
458,431,Lucas Rodrigues Moura da Silva,60,MID,Spurs,Southampton,2022-08-06T14:00:00Z,True
459,432,Ben Davies,50,DEF,Spurs,Southampton,2022-08-06T14:00:00Z,True
460,433,Pierre-Emile Højbjerg,55,MID,Spurs,Southampton,2022-08-06T14:00:00Z,True
461,434,Harry Winks,45,MID,Spurs,Southampton,2022-08-06T14:00:00Z,True
462,435,Davinson Sánchez,45,DEF,Spurs,Southampton,2022-08-06T14:00:00Z,True
463,436,Ryan Sessegnon,45,DEF,Spurs,Southampton,2022-08-06T14:00:00Z,True
464,437,Steven Bergwijn,55,MID,Spurs,Southampton,2022-08-06T14:00:00Z,True
465,438,Sergio Reguilón,45,DEF,Spurs,Southampton,2022-08-06T14:00:00Z,True
466,439,Japhet Tanganga,40,DEF,Spurs,Southampton,2022-08-06T14:00:00Z,True
467,440,Rodrigo Bentancur,55,MID,Spurs,Southampton,2022-08-06T14:00:00Z,True
468,441,Oliver Skipp,45,MID,Spurs,Southampton,2022-08-06T14:00:00Z,True
469,442,Joe Rodon,40,DEF,Spurs,Southampton,2022-08-06T14:00:00Z,True
470,443,Cristian Romero,50,DEF,Spurs,Southampton,2022-08-06T14:00:00Z,True
471,444,Yves Bissouma,50,MID,Spurs,Southampton,2022-08-06T14:00:00Z,True
472,445,Emerson Leite de Souza Junior,50,DEF,Spurs,Southampton,2022-08-06T14:00:00Z,True
473,446,Dejan Kulusevski,80,MID,Spurs,Southampton,2022-08-06T14:00:00Z,True
474,447,Dane Scarlett,45,FWD,Spurs,Southampton,2022-08-06T14:00:00Z,True
475,448,Ivan Perišić,55,DEF,Spurs,Southampton,2022-08-06T14:00:00Z,True
476,449,Harvey White,45,MID,Spurs,Southampton,2022-08-06T14:00:00Z,True
477,450,Pape Matar Sarr,45,MID,Spurs,Southampton,2022-08-06T14:00:00Z,True
478,451,Brandon Austin,40,GKP,Spurs,Southampton,2022-08-06T14:00:00Z,True
479,452,Alfie Devine,45,MID,Spurs,Southampton,2022-08-06T14:00:00Z,True
480,453,Troy Parrott,45,FWD,Spurs,Southampton,2022-08-06T14:00:00Z,True
481,454,Richarlison de Andrade,85,FWD,Spurs,Southampton,2022-08-06T14:00:00Z,True
482,513,Clément Lenglet,50,DEF,Spurs,Southampton,2022-08-06T14:00:00Z,True
483,522,Djed Spence,45,DEF,Spurs,Southampton,2022-08-06T14:00:00Z,True
484,455,Lukasz Fabianski,50,GKP,West Ham,Man City,2022-08-07T15:30:00Z,True
485,456,Angelo Ogbonna,45,DEF,West Ham,Man City,2022-08-07T15:30:00Z,True
486,457,Aaron Cresswell,50,DEF,West Ham,Man City,2022-08-07T15:30:00Z,True
487,458,Michail Antonio,75,FWD,West Ham,Man City,2022-08-07T15:30:00Z,True
488,459,Craig Dawson,50,DEF,West Ham,Man City,2022-08-07T15:30:00Z,True
489,460,Manuel Lanzini,55,MID,West Ham,Man City,2022-08-07T15:30:00Z,True
490,461,Kurt Zouma,45,DEF,West Ham,Man City,2022-08-07T15:30:00Z,True
491,462,Arthur Masuaku,45,DEF,West Ham,Man City,2022-08-07T15:30:00Z,True
492,463,Vladimir Coufal,45,DEF,West Ham,Man City,2022-08-07T15:30:00Z,True
493,464,Saïd Benrahma,60,MID,West Ham,Man City,2022-08-07T15:30:00Z,True
494,465,Jarrod Bowen,85,MID,West Ham,Man City,2022-08-07T15:30:00Z,True
495,466,Nikola Vlasic,50,MID,West Ham,Man City,2022-08-07T15:30:00Z,True
496,467,Declan Rice,50,MID,West Ham,Man City,2022-08-07T15:30:00Z,True
497,468,Tomas Soucek,55,MID,West Ham,Man City,2022-08-07T15:30:00Z,True
498,469,Pablo Fornals Malla,55,MID,West Ham,Man City,2022-08-07T15:30:00Z,True
499,470,Issa Diop,45,DEF,West Ham,Man City,2022-08-07T15:30:00Z,True
500,471,Ben Johnson,45,DEF,West Ham,Man City,2022-08-07T15:30:00Z,True
501,472,Nayef Aguerd,50,DEF,West Ham,Man City,2022-08-07T15:30:00Z,True
502,473,Alphonse Areola,45,GKP,West Ham,Man City,2022-08-07T15:30:00Z,True
503,509,Flynn Downes,45,MID,West Ham,Man City,2022-08-07T15:30:00Z,True
504,474,Willy Boly,45,DEF,Leeds,Wolves,2022-08-06T14:00:00Z,False
505,475,Conor Coady,50,DEF,Leeds,Wolves,2022-08-06T14:00:00Z,False
506,476,Raúl Jiménez,70,FWD,Leeds,Wolves,2022-08-06T14:00:00Z,False
507,477,Jonathan Castro Otto,45,DEF,Leeds,Wolves,2022-08-06T14:00:00Z,False
508,478,José Malheiro de Sá,50,GKP,Leeds,Wolves,2022-08-06T14:00:00Z,False
509,479,Leander Dendoncker,50,MID,Leeds,Wolves,2022-08-06T14:00:00Z,False
510,480,Rúben da Silva Neves,55,MID,Leeds,Wolves,2022-08-06T14:00:00Z,False
511,481,Hwang Hee-chan,60,MID,Leeds,Wolves,2022-08-06T14:00:00Z,False
512,482,Nélson Cabral Semedo,50,DEF,Leeds,Wolves,2022-08-06T14:00:00Z,False
513,483,Daniel Castelo Podence,55,MID,Leeds,Wolves,2022-08-06T14:00:00Z,False
514,484,Max Kilman,45,DEF,Leeds,Wolves,2022-08-06T14:00:00Z,False
515,485,Luke Cundle,45,MID,Leeds,Wolves,2022-08-06T14:00:00Z,False
516,486,Pedro Lomba Neto,55,MID,Leeds,Wolves,2022-08-06T14:00:00Z,False
517,487,Rayan Aït-Nouri,45,DEF,Leeds,Wolves,2022-08-06T14:00:00Z,False
518,488,Fabio Silva,55,FWD,Leeds,Wolves,2022-08-06T14:00:00Z,False
519,489,Toti António Gomes,40,DEF,Leeds,Wolves,2022-08-06T14:00:00Z,False
520,490,Francisco Jorge Tomás Oliveira,50,MID,Leeds,Wolves,2022-08-06T14:00:00Z,False
521,491,Adama Traoré Diarra,55,MID,Leeds,Wolves,2022-08-06T14:00:00Z,False
522,492,Matija Šarkić,40,GKP,Leeds,Wolves,2022-08-06T14:00:00Z,False
523,493,Morgan Gibbs-White,55,MID,Leeds,Wolves,2022-08-06T14:00:00Z,False
524,494,Yerson Mosquera Valdelamar,40,DEF,Leeds,Wolves,2022-08-06T14:00:00Z,False
525,503,João Filipe Iria Santos Moutinho,50,MID,Leeds,Wolves,2022-08-06T14:00:00Z,False
526,516,Nathan Collins,45,DEF,Leeds,Wolves,2022-08-06T14:00:00Z,False
